,temperature,m_avg_dissolved_oxygen
0,15.983870967741936,8.492307692307692
1,21.86,7.085000000000001
2,23.796774193548387,3.7517241379310335
3,23.106451612903225,0.7999999999999999
4,19.916666666666668,1.96
5,14.21935483870968,7.248275862068965
6,17.141935483870967,7.542857142857143
7,22.75333333333333,4.303333333333333
8,24.32903225806452,2.227027027027028
9,23.67096774193548,1.1172413793103448
10,20.973333333333336,1.303125
11,15.019354838709678,4.678125
12,20.9741935483871,1.7813953488372092
13,22.72,3.792307692307692
14,25.238709677419354,3.179310344827586
15,23.835483870967742,0.5481481481481482
16,20.71,0.8103448275862069
17,15.925806451612903,5.385
18,16.383870967741935,8.02608695652174
19,20.540000000000003,6.041379310344827
20,24.177419354838708,4.56551724137931
21,21.887096774193548,3.655555555555555
22,20.30333333333333,3.316666666666667
23,14.13548387096774,5.207692307692308
24,18.60967741935484,8.807142857142857
25,23.28,4.014705882352941
26,27.074193548387097,0.8857142857142858
27,24.677419354838708,1.4285714285714286
28,19.99333333333333,1.5615384615384615
29,13.748387096774191,5.36
30,16.22258064516129,8.537837837837838
31,24.040000000000003,4.22258064516129
32,24.038709677419355,1.053125
33,22.874193548387098,0.255
34,19.386666666666667,1.2466666666666666
35,14.674193548387096,4.5
36,18.203225806451613,9.158974358974358
37,21.98,3.7375
38,25.32258064516129,0.6870967741935484
39,26.361290322580647,0.1972972972972973
40,20.12,1.7642857142857142
41,14.98709677419355,5.323076923076924
42,19.21935483870968,8.664102564102564
43,22.543333333333333,5.50625
44,23.36774193548387,2.1090909090909093
45,22.932258064516127,0.4846153846153845
46,19.266666666666666,1.021875
47,15.503225806451614,6.566666666666666
48,20.796666666666667,5.489999999999999
49,24.26774193548387,2.1357142857142857
50,22.69032258064516,0.5133333333333333
51,19.96,0.8054054054054054
52,14.629032258064516,1.8285714285714287
53,19.63225806451613,6.325
54,22.30333333333333,5.133333333333334
55,24.31290322580645,1.2625
56,24.429032258064517,0.0111111111111111
57,23.636666666666667,0.0384615384615384
58,15.690322580645162,3.306666666666666
59,18.67096774193548,5.888888888888889
60,23.16333333333333,1.8733333333333333
61,26.17096774193548,1.2045454545454546
62,24.370967741935484,0.7040000000000001
63,21.03666666666667,3.271428571428572
64,14.538709677419355,3.871428571428571
65,19.951612903225808,5.9409090909090905
66,22.87333333333333,2.9428571428571426
67,23.18064516129032,1.6076923076923075
68,23.15806451612903,0.0722222222222222
69,19.52,0.7352941176470589
70,15.59032258064516,4.1
71,19.206451612903223,5.725
72,22.02333333333333,2.773333333333333
73,23.993548387096773,0.8043478260869565
74,24.52258064516129,1.55625
75,19.97,1.51875
76,14.27741935483871,4.74
77,17.103225806451615,7.404347826086956
78,23.01333333333333,5.3
79,25.34193548387097,2.807407407407408
80,25.55806451612903,0.7692307692307693
81,22.78333333333333,0.55
82,15.16451612903226,2.321428571428572
83,17.961290322580645,7.069565217391304
84,20.51333333333333,5.861290322580645
85,23.358064516129037,2.0923076923076924
86,23.661290322580644,1.9142857142857144
87,19.386666666666667,2.66
88,14.348387096774196,4.469230769230769
89,20.796774193548387,6.608695652173913
90,21.976666666666667,5.213333333333334
91,23.316129032258065,0.7999999999999999
92,22.26774193548387,0.8099999999999999
93,20.50333333333333,3.6666666666666665
94,16.261290322580646,4.042857142857143
95,16.96451612903226,6.8133333333333335
96,24.043333333333333,3.84
97,25.429032258064517,2.066666666666667
98,25.996774193548383,0.5428571428571428
99,23.59333333333333,1.042857142857143
100,15.680645161290323,4.192857142857142
101,16.90967741935484,6.7250000000000005
102,21.473333333333336,5.021428571428571
103,24.906451612903226,1.515
104,25.38064516129032,0.1292857142857142
105,18.53,1.402
106,13.103225806451611,5.247999999999999
107,21.04516129032258,4.913846153846154
108,24.90333333333333,1.842142857142857
109,24.5,0.7741666666666668
110,28.32258064516129,0.2071428571428571
111,23.58,2.021428571428572
112,18.529032258064515,3.5488235294117647
113,17.03548387096774,6.16
114,24.53666666666667,4.128571428571428
115,25.041935483870965,2.2264285714285714
116,23.91935483870968,1.6623076923076925
117,22.416666666666668,1.6604545454545454
118,14.75483870967742,4.852857142857142
119,17.993548387096773,7.783529411764706
120,22.81,5.153103448275862
121,22.17419354838709,1.7965
122,22.816129032258065,1.23375
123,20.03,0.115
124,13.506451612903223,6.516666666666667
125,20.37741935483871,5.796
126,26.52,3.1908333333333334
127,26.10322580645161,1.4455555555555557
128,25.75483870967742,0.5750000000000001
129,21.84,1.034
130,15.564516129032258,3.4325
131,23.967741935483872,1.3142857142857145
132,23.48064516129032,2.51
133,23.64516129032258,0.0385714285714285
134,21.923333333333336,0.662
135,15.119354838709675,4.4383333333333335
136,17.306451612903224,9.30625
137,24.186666666666667,5.629285714285714
138,25.425806451612903,4.292142857142857
139,25.44193548387097,1.4757142857142858
140,23.44333333333333,0.3645454545454545
141,18.45483870967742,3.914
142,18.396774193548385,7.104782608695652
143,21.74,2.956
144,24.53548387096774,0.5678571428571428
145,22.32258064516129,2.2486666666666664
146,19.773333333333333,1.92
147,15.829032258064515,1.6035714285714284
148,21.548387096774192,6.041428571428572
149,24.41,2.3
150,25.432258064516127,0.7992857142857144
151,24.44516129032258,0.3
152,23.41,0.4038461538461538
153,15.548387096774194,5.008
154,17.861290322580647,5.084126984126985
155,22.773333333333333,1.2282608695652173
156,24.97741935483871,0.960344827586207
157,24.580645161290324,0.8512195121951219
158,20.686666666666667,1.5
159,15.006451612903223,5.258823529411765
160,17.95483870967742,6.384444444444445
161,23.946666666666665,3.4181818181818184
162,25.596774193548388,1.5018518518518518
163,25.141935483870967,0.8409090909090909
164,22.66,1.330232558139535
165,15.216129032258063,3.995918367346939
166,21.55161290322581,4.352380952380953
167,23.986666666666668,3.186363636363636
168,26.39032258064516,1.7813953488372092
169,25.07741935483871,1.643181818181818
170,21.84333333333333,1.7813953488372092
171,16.348387096774193,1.7813953488372092
172,18.003225806451614,5.537037037037037
173,21.89333333333333,1.7
174,25.30967741935484,0.4606060606060606
175,22.60322580645161,0.9763636363636364
176,20.666666666666668,2.2545454545454544
177,14.809677419354838,3.127272727272727
178,18.98064516129032,5.916666666666667
179,23.85,2.4454545454545453
180,28.0258064516129,1.5976744186046512
181,25.887096774193548,1.034
182,20.476666666666667,1.7150000000000003
183,14.290322580645162,3.788888888888889
184,17.835483870967742,3.840350877192983
185,25.246666666666663,0.7851063829787234
186,24.84193548387097,0.5545454545454546
187,24.68064516129032,0.51
188,19.32258064516129,2.5977272727272727
189,23.33,0.7565217391304347
190,26.461290322580645,0.7189189189189189
191,27.370967741935484,0.9540540540540542
192,20.866666666666667,2.185
193,15.50967741935484,2.9157894736842103
194,20.80967741935484,7.785294117647059
195,23.69333333333333,2.775
196,24.929032258064517,1.273469387755102
197,24.741935483870968,1.0447368421052632
198,20.336666666666662,1.5642857142857145
199,16.603225806451615,4.832558139534884
200,21.51333333333333,2.0413043478260877
201,25.716129032258067,0.9159090909090908
202,24.05483870967742,1.106818181818182
203,21.23,1.5722222222222224
204,15.290322580645162,2.83
205,21.18064516129032,5.18
206,24.273333333333333,1.4169491525423727
207,25.48064516129032,0.5609756097560976
208,25.538709677419355,0.6156862745098038
209,24.73,0.9702702702702702
210,16.980645161290322,2.5459459459459457
211,20.19677419354839,4.125925925925926
212,24.446666666666665,1.7961538461538462
213,27.60322580645161,0.9472727272727272
214,26.14516129032258,0.9454545454545454
215,22.77,2.019047619047619
216,15.65483870967742,3.218604651162791
217,20.59032258064516,5.674647887323943
218,23.7,1.389655172413793
219,25.39354838709677,0.9396551724137931
220,25.793548387096774,0.9296296296296296
221,21.16,1.7648148148148148
222,16.983870967741936,2.060377358490566
223,20.348387096774196,3.48
224,22.973333333333336,1.4200000000000002
225,25.825806451612905,0.9245283018867924
226,25.25483870967742,0.6848484848484849
227,20.74,1.2471698113207546
228,14.783870967741937,4.133333333333334
229,18.038709677419355,4.362790697674418
230,24.57,2.064150943396226
231,26.364516129032257,1.8634615384615385
232,25.932258064516127,1.4976744186046511
233,23.48,1.7030303030303031
234,15.52258064516129,3.902
235,18.967741935483872,3.255357142857143
236,21.49,1.1414285714285717
237,24.93870967741936,0.8381818181818183
238,25.251612903225805,1.0
239,20.33333333333333,1.4296296296296296
240,15.45483870967742,1.7813953488372092
241,21.325806451612905,3.588636363636364
242,23.456666666666667,0.2984848484848484
243,24.806451612903224,0.0923076923076923
244,23.05806451612903,0.6081967213114754
245,21.93,1.0596153846153846
246,17.32903225806452,3.5617647058823527
247,18.561290322580643,5.205263157894737
248,25.05,0.3622641509433962
249,26.325806451612905,0.1976744186046511
250,27.1,0.158974358974359
251,23.48,0.8395833333333335
252,16.503225806451614,3.041379310344828
253,18.27741935483871,4.2088
254,24.076666666666664,1.2348571428571429
255,26.364516129032257,0.811304347826087
256,26.32258064516129,1.2744186046511627
257,19.946666666666665,1.743142857142857
258,13.919354838709678,4.728571428571429
259,21.503225806451614,3.0090909090909093
260,25.28,1.148
261,25.887096774193548,0.5
262,30.116129032258065,0.7821428571428571
263,24.136666666666667,1.5190476190476192
264,18.706451612903223,2.31
265,18.570967741935487,3.9166666666666665
266,25.386666666666667,0.8036
267,26.41935483870968,0.5256666666666666
268,25.6,0.1795
269,23.57,0.8254
270,15.638709677419357,1.9394444444444443
271,18.896774193548385,4.473333333333333
272,24.95,0.4246774193548386
273,23.925806451612903,0.3965
274,24.516129032258064,0.5660000000000001
275,21.446666666666665,1.4038
276,13.829032258064515,3.72
277,27.55666666666667,0.2202564102564102
278,27.33870967741936,0.1370833333333333
279,27.364516129032257,0.118125
280,22.926666666666662,2.0558823529411767
281,16.574193548387097,2.2838709677419358
282,26.97741935483871,0.009090909090909
283,24.05806451612903,0.524
284,25.58709677419355,0.6042857142857142
285,24.826666666666664,0.0072727272727272
286,24.796774193548387,0.2916666666666667
287,22.836666666666662,0.51
288,15.806451612903226,2.8285714285714287
289,18.216129032258067,4.047619047619048
290,25.386666666666667,0.3055555555555556
291,26.548387096774192,0.0777777777777777
292,26.206451612903223,0.39375
293,23.86,0.4388888888888889
294,19.15806451612903,2.128571428571429
295,19.30967741935484,3.256190476190476
296,23.19,0.4346666666666667
297,25.94193548387097,0.0875
298,23.87741935483871,0.4571428571428571
299,20.74,0.8360869565217391
300,16.33225806451613,2.435714285714286
301,22.31612903225807,3.24
302,25.22,0.1785714285714286
303,26.10967741935484,0.5357142857142857
304,25.12258064516129,0.3974999999999999
305,23.55,0.3285714285714286
306,16.093548387096774,2.7954545454545454
307,14.24516129032258,5.332000000000001
308,20.543333333333333,2.480952380952381
309,22.925806451612903,0.43
310,21.806451612903224,1.204
311,18.236666666666668,3.06
312,12.193548387096774,6.926666666666667
313,14.612903225806452,8.946666666666665
314,20.76,1.7813953488372092
315,22.135483870967743,1.7813953488372092
316,21.770967741935483,1.7813953488372092
317,18.82,4.535
318,12.54516129032258,7.073333333333333
319,20.33225806451613,0.0
320,23.65,0.0
321,25.05161290322581,0.0
322,23.20967741935484,0.86
323,19.076666666666664,4.366666666666666
324,13.783870967741937,8.82
325,14.816129032258065,8.459999999999999
326,19.016666666666666,2.313333333333333
327,22.516129032258064,2.605
328,20.138709677419357,3.34
329,18.15666666666667,4.64
330,11.1,8.74
331,16.40967741935484,4.91
332,20.82333333333333,3.3549999999999995
333,24.212903225806453,1.91
334,24.05806451612903,1.355
335,17.73,3.26
336,11.4,8.14
337,14.396774193548389,7.689999999999999
338,23.026666666666664,1.28
339,23.638709677419357,0.6466666666666666
340,21.76129032258065,2.1
341,18.363333333333333,4.54
342,13.180645161290323,10.43
343,15.661290322580646,8.629999999999999
344,21.49,5.024
345,23.506451612903227,4.426666666666667
346,24.664516129032258,4.5680000000000005
347,17.636666666666667,6.188888888888888
348,15.7,12.52
349,21.38,2.8400000000000003
350,22.029032258064515,1.6423076923076925
351,22.51290322580645,1.6350000000000002
352,18.543333333333333,3.4799999999999995
353,13.003225806451612,7.605263157894737
354,20.25333333333333,4.835
355,22.780645161290323,1.385
356,20.825806451612905,3.725
357,17.956666666666667,3.4038461538461537
358,12.480645161290322,6.1
359,18.55161290322581,1.2333333333333334
360,21.006666666666668,2.948
361,22.72903225806452,0.994736842105263
