,temp_diff,m_avg_dissolved_oxygen
553,4.819642857142856,0.5693650793650793
533,15.633170731707319,1.1634146341463414
761,1.0999999999999979,0.15
737,-0.1999999999999993,1.7813953488372092
613,7.286666666666669,0.5666666666666667
634,-4.003809523809526,1.7813953488372092
155,10.0625,1.2282608695652173
278,9.995833333333334,0.13708333333333333
453,2.8166666666666664,5.17
356,0.2724999999999973,3.725
703,6.799999999999997,1.7813953488372092
200,6.329347826086956,2.0413043478260873
66,7.99642857142857,2.9428571428571426
545,9.802973395931144,0.247887323943662
529,9.061234567901238,0.9345679012345679
406,0.8499999999999996,6.585333333333334
12,8.113636363636367,1.7813953488372092
161,8.262500000000003,3.4181818181818184
258,0.1761904761904738,4.728571428571429
597,2.706666666666667,1.3893333333333333
524,6.684848484848482,2.396969696969697
538,10.58977272727273,0.9669696969696969
526,11.615530303030303,1.9696969696969697
159,1.1550980392156838,5.258823529411765
386,0.4241666666666646,6.4125000000000005
318,0.36999999999999744,7.073333333333333
434,0.807500000000001,4.6795
229,3.8212209302325597,4.362790697674418
531,11.76086956521739,3.717391304347826
263,8.392857142857142,1.5190476190476192
673,2.0749999999999993,1.7813953488372092
698,4.474999999999998,1.7813953488372092
588,10.471250000000001,0.44625000000000004
678,0.05000000000000071,1.7813953488372092
15,2.1893518518518533,0.5481481481481482
245,2.689230769230768,1.0596153846153846
428,0.9078947368421026,3.2463157894736843
6,5.647142857142857,7.542857142857143
466,10.280147058823529,2.9215686274509802
483,10.491156462585035,4.761224489795919
104,5.4035714285714285,0.12928571428571428
619,5.237500000000001,1.7813953488372092
400,0.3633333333333333,5.979333333333333
427,1.5199999999999996,3.879
90,8.399999999999999,5.213333333333334
604,1.0450000000000017,0.9966666666666666
399,3.6875,6.471666666666667
327,4.195,2.605
218,8.169310344827583,1.389655172413793
563,9.724736842105262,0.11369565217391306
362,0.9100000000000001,1.2333333333333334
205,8.739047619047621,5.18
670,1.375,1.7813953488372092
190,8.010000000000002,0.7189189189189189
500,2.525000000000002,1.575
407,5.071666666666669,0.8191666666666667
194,5.689705882352941,7.785294117647059
481,4.675000000000001,0.06874999999999999
132,2.2285714285714278,2.5100000000000002
233,8.638636363636362,1.7030303030303031
173,7.501136363636363,1.7
178,8.049404761904764,5.916666666666667
739,8.676190476190474,1.7813953488372092
577,7.923749999999998,1.16
206,8.21220338983051,1.4169491525423727
590,2.120000000000001,2.580769230769231
96,9.240000000000002,3.8400000000000003
655,3.289999999999999,1.7813953488372092
331,3.5849999999999973,4.91
693,5.462500000000002,1.7813953488372092
89,7.084057971014493,6.608695652173913
532,13.966210045662102,2.2424657534246575
179,11.024242424242422,2.4454545454545453
0,5.724102564102564,8.492307692307692
46,2.0874999999999986,1.021875
171,-0.23814102564102768,1.7813953488372092
609,3.199193548387097,0.9183870967741935
375,0.807500000000001,3.3899999999999997
107,7.059615384615384,4.913846153846154
133,4.814285714285713,0.038571428571428576
447,1.6030303030303052,6.1890909090909085
223,9.755333333333333,3.48
452,0.3999999999999986,6.44
102,7.8607142857142875,5.021428571428571
108,7.885714285714286,1.842142857142857
213,10.076363636363638,0.9472727272727273
747,4.616666666666667,1.05
520,15.48389647735442,3.020560747663551
246,0.13823529411764923,3.5617647058823527
503,9.617380952380952,0.6309523809523809
418,0.6799999999999997,7.737
125,6.908000000000001,5.796
451,2.8999999999999986,2.305
694,3.625,1.7813953488372092
620,2.4400000000000013,1.7813953488372092
618,5.324999999999999,1.7813953488372092
224,10.3475,1.4200000000000002
26,9.221428571428572,0.8857142857142858
358,0.0,6.1
458,0.4499999999999993,7.218000000000001
535,12.674666666666663,0.6639999999999999
344,4.059999999999999,5.024
3,4.510270270270265,0.7999999999999999
134,3.5966666666666676,0.662
325,0.040000000000000924,8.459999999999999
759,5.125,0.06
186,7.809090909090912,0.5545454545454546
489,6.688235294117646,3.750980392156863
295,5.4571428571428555,3.256190476190476
688,4.349999999999998,1.7813953488372092
425,3.342500000000001,1.376
602,7.40666666666667,0.3526666666666667
687,7.774999999999999,1.7813953488372092
225,11.356226415094344,0.9245283018867925
626,6.451190476190476,1.7813953488372092
330,0.08000000000000007,8.74
441,3.253333333333334,6.155333333333333
332,4.037500000000001,3.3549999999999995
367,3.422500000000003,1.5166666666666666
587,10.814062499999999,0.2703125
519,12.42907268170426,5.571929824561404
729,5.25,1.7813953488372092
494,4.1253333333333355,1.8466666666666667
523,12.19891304347826,0.8695652173913043
482,0.7357142857142875,1.0936507936507938
390,0.9791666666666679,7.473333333333334
656,0.7333333333333307,1.7813953488372092
112,0.3794117647058819,3.5488235294117647
456,3.3249999999999993,0.2425
671,1.625,1.7813953488372092
20,6.22413793103448,4.56551724137931
65,4.957575757575759,5.9409090909090905
298,4.4714285714285715,0.45714285714285713
126,7.758333333333329,3.1908333333333334
259,8.332954545454543,3.0090909090909093
567,10.651111111111113,3.3435555555555556
561,8.933698630136988,3.9969863013698625
339,3.7166666666666686,0.6466666666666666
640,-0.3500000000000014,1.7813953488372092
137,8.075,5.6292857142857144
505,5.856024096385543,1.3863636363636365
7,6.90666666666667,4.303333333333333
342,0.01999999999999602,10.43
700,3.4499999999999993,1.7813953488372092
309,6.234999999999999,0.43
635,5.2333333333333325,1.7813953488372092
530,3.8540506329113917,1.5253164556962024
185,10.625797872340424,0.7851063829787234
521,17.760410557184752,1.281720430107527
353,-0.0907894736842092,7.605263157894737
457,2.861184210526318,2.1473684210526316
153,0.7099999999999973,5.008
54,7.333333333333332,5.133333333333334
30,5.607837837837838,8.537837837837838
422,1.0166666666666693,2.466666666666667
680,3.9250000000000007,1.7813953488372092
100,0.17142857142857437,4.192857142857142
497,10.957215189873418,0.18607594936708863
762,0.6999999999999993,1.045
722,3.93333333333333,1.7813953488372092
237,8.626363636363639,0.8381818181818183
663,5.676190476190474,1.7813953488372092
56,5.319444444444443,0.011111111111111112
60,8.140000000000004,1.8733333333333333
499,6.560937500000001,0.8359375
262,11.617857142857144,0.7821428571428571
432,2.9919999999999973,0.26039999999999996
264,3.6952941176470553,2.31
710,7.133333333333333,1.7813953488372092
474,14.231026785714288,0.7859375000000001
208,5.195686274509804,0.6156862745098038
391,1.9175000000000004,2.7254166666666664
752,0.25,5.015
726,2.450000000000003,1.7813953488372092
167,10.350000000000001,3.186363636363636
38,8.75524193548387,0.6870967741935484
573,4.129687500000001,4.80625
658,2.8874999999999993,1.7813953488372092
625,6.888690476190476,1.7813953488372092
300,0.75,2.435714285714286
601,9.446666666666669,0.45266666666666666
492,11.896323529411763,0.3941176470588235
648,4.170000000000002,1.7813953488372092
163,10.113636363636367,0.8409090909090909
124,2.6888888888888864,6.516666666666667
154,8.093968253968255,5.084126984126985
336,1.5999999999999996,8.14
59,6.080555555555556,5.888888888888889
490,12.603676470588237,1.0441176470588236
304,6.53125,0.39749999999999996
724,1.1499999999999986,1.7813953488372092
755,1.375,0.135
343,1.6875,8.629999999999999
699,2.6999999999999957,1.7813953488372092
311,0.5050000000000026,3.06
471,10.542647058823531,5.0661764705882355
158,2.5227272727272734,1.5
51,1.9808108108108087,0.8054054054054054
548,0.7891666666666666,1.6416666666666666
682,3.299999999999997,1.7813953488372092
628,-3.213809523809527,1.7813953488372092
361,1.6355263157894733,0.994736842105263
454,6.0455681818181795,1.8863636363636365
485,16.67891791044776,0.38358208955223877
219,8.291724137931034,0.9396551724137931
664,2.8249999999999993,1.7813953488372092
308,4.497619047619047,2.480952380952381
74,6.025000000000002,1.55625
282,8.900000000000002,0.009090909090909092
763,10.036190476190473,1.7813953488372092
348,0.14999999999999858,12.52
517,6.232812500000001,1.0078125
4,1.61095238095238,1.96
614,6.5571212121212135,0.48045454545454547
437,1.7333333333333307,0.29
631,7.756190476190476,1.7813953488372092
484,13.437711864406781,1.1016949152542372
672,0.1266666666666687,1.7813953488372092
5,1.395689655172415,7.248275862068965
141,0.6116666666666646,3.914
556,13.353124999999999,0.5498958333333334
135,1.0083333333333329,4.4383333333333335
513,8.660294117647059,5.502941176470588
378,5.707738095238096,3.2047619047619045
683,1.125,1.7813953488372092
22,3.03166666666667,3.316666666666667
690,0.05000000000000071,1.7813953488372092
276,-0.030000000000001137,3.72
284,10.397142857142857,0.6042857142857142
270,1.8527777777777779,1.9394444444444443
426,3.326190476190476,0.5178571428571429
730,0.43333333333333,1.7813953488372092
281,-0.03870967741935516,2.2838709677419353
420,1.2133333333333312,1.4253333333333333
220,6.98925925925926,0.9296296296296297
691,3.4250000000000007,1.7813953488372092
320,7.9025,0.0
439,3.375,0.3125
372,2.1799999999999997,2.755
120,7.037931034482757,5.153103448275862
81,3.724999999999998,0.55
749,3.8749999999999964,0.07500000000000001
13,5.557692307692307,3.792307692307692
478,9.475204918032787,0.4639344262295082
455,5.872179487179491,0.2653846153846154
740,6.426190476190474,1.7813953488372092
732,2.424999999999997,1.7813953488372092
160,4.114999999999998,6.384444444444445
745,0.05000000000000071,1.7813953488372092
238,7.45148148148148,1.0
379,2.615833333333331,3.3874999999999997
720,1.3833333333333346,1.7813953488372092
536,5.009746835443037,2.6202531645569622
440,0.3400000000000034,7.061333333333334
748,4.300000000000001,0.05
569,13.925897435897435,1.5332051282051282
195,5.775000000000002,2.775
191,8.293243243243243,0.9540540540540542
116,3.1423076923076927,1.6623076923076923
582,5.366250000000001,0.5475
627,3.0011904761904766,1.7813953488372092
164,7.890116279069765,1.330232558139535
106,0.990000000000002,5.247999999999999
16,1.915517241379309,0.8103448275862069
63,1.3035714285714306,3.2714285714285714
470,3.695333333333334,2.828
384,3.7499999999999964,4.120833333333333
706,1.8250000000000028,1.7813953488372092
105,1.9749999999999979,1.4020000000000001
540,12.265476190476189,0.2315873015873016
491,13.940666666666667,0.306
717,5.349999999999994,1.7813953488372092
329,0.5779999999999994,4.64
475,10.638749999999998,1.2225
480,6.141249999999999,0.14250000000000002
498,11.484374999999998,0.24531250000000002
345,5.033333333333335,4.426666666666667
